"age_n","isotope","id","segment_percentile","fit"
2,"d13C","T3",0.378051607651073,-17.3735791600362
2,"d13C","T3",0.412077401261967,-17.2229230097594
2,"d13C","T3",0.504739310578722,-17.8652435316133
2,"d13C","T3",0.522847478604935,-17.8335696621418
2,"d13C","T3",0.631404066236214,-19.0837560608901
2,"d13C","T3",0.652156572596313,-19.0463195560097
2,"d13C","T3",0.699747481260682,-19.3012341343321
2,"d13C","T3",0.718074665829039,-19.2343043225264
2,"d13C","T3",0.730375136969009,-19.2444385046333
2,"d13C","T3",0.752627038394563,-19.1283093108164
2,"d13C","T3",0.77342626752398,-19.278531332049
2,"d13C","T3",0.870429240759565,-17.7108625595947
2,"d13C","T3",0.951798838110899,-18.7240436620992
2,"d13C","T17",0.0777748062173105,-17.0083162564961
2,"d13C","T17",0.163703703703704,-17.102785245979
2,"d13C","T17",0.180613131981748,-17.0930518675814
2,"d13C","T17",0.195536733958855,-17.1013157704811
2,"d13C","T17",0.252667101331535,-16.8719791714038
2,"d13C","T17",0.357345342540865,-17.5561966183019
2,"d13C","T17",0.386208037961338,-17.4568357763219
2,"d13C","T17",0.47281831561685,-18.0239897590851
2,"d13C","T17",0.537871462544484,-17.6458459246827
2,"d13C","T17",0.692375612102731,-18.7914916897047
2,"d13C","T17",0.699398148148148,-18.7808806239701
2,"d13C","T17",0.71549300209801,-18.8330535232792
2,"d13C","T17",0.870151462819063,-16.8624307002712
3,"d13C","T15",0.119550252016887,-18.1387079493093
3,"d13C","T15",0.20864910680169,-18.2160883637302
3,"d13C","T15",0.242025822381346,-18.1923868883162
3,"d13C","T15",0.312448960878321,-18.3829886495378
3,"d13C","T15",0.41254032279035,-17.6054224297285
3,"d13C","T15",0.542751864223576,-18.7023861747553
3,"d13C","T15",0.620620047989871,-17.3300825043894
3,"d13C","T15",0.644365325533685,-18.0279413986331
3,"d13C","T15",0.710447954635509,-16.9495362843882
3,"d13C","T15",0.762791203901031,-18.1472856773403
3,"d13C","T15",0.799536714656538,-17.5896071565488
3,"d13C","T15",0.808583333333333,-17.5933571749758
3,"d13C","T15",0.897235198925786,-16.5983579485517
3,"d13C","T15",0.930259904020258,-16.9833577245828
3,"d13C","T15",0.945950642191263,-16.9673098942966
3,"d13C","T6",0.0393315183256706,-18.5097631940273
3,"d13C","T6",0.0859198435615063,-17.9342131752325
3,"d13C","T6",0.127222848624402,-18.0813844335649
3,"d13C","T6",0.198687776111481,-17.7570664621274
3,"d13C","T6",0.241513412518351,-17.9653728510983
3,"d13C","T6",0.376746089950508,-17.3156542113368
3,"d13C","T6",0.432970029198008,-18.2260441053771
3,"d13C","T6",0.496430001334579,-17.5310421542201
3,"d13C","T6",0.542543723314172,-17.7974160450092
3,"d13C","T6",0.550590044393598,-17.7839409200612
3,"d13C","T6",0.643867312103043,-18.7887585473536
3,"d13C","T6",0.779160262875885,-17.7701481991446
3,"d13C","T6",0.795172711993975,-17.8238905902679
3,"d13C","T6",0.837611408782472,-17.4333041693831
3,"d13C","T6",0.916912677330267,-18.3405845392548
3,"d13C","T6",0.930082726041934,-18.3036952890233
3,"d13C","T6",0.950247153114918,-18.4329118894511
3,"d13C","T6",0.962362778955982,-18.4107618131872
3,"d13C","T11",0.0213648547078741,-18.0955640929587
3,"d13C","T11",0.0477377372432927,-18.2138565740505
3,"d13C","T11",0.0835660422381076,-18.2012382793436
3,"d13C","T11",0.119661595215225,-18.2524723047379
3,"d13C","T11",0.172082630335081,-18.0447659284616
3,"d13C","T11",0.219682636237343,-18.3135312615181
3,"d13C","T11",0.272529988327236,-17.9245674252892
3,"d13C","T11",0.366216120762242,-19.0513701376786
3,"d13C","T11",0.37710947342049,-19.0399096356477
3,"d13C","T11",0.393232326094735,-19.0737198210133
3,"d13C","T11",0.421512381882522,-18.8599525392192
3,"d13C","T11",0.478851802403204,-19.0082619869862
3,"d13C","T11",0.559216717620376,-17.3579180589465
3,"d13C","T11",0.59575006304191,-17.9696221098856
3,"d13C","T11",0.616394526999003,-17.764117870667
3,"d13C","T11",0.620390236567605,-17.7644597821391
3,"d13C","T11",0.629036714824737,-17.7568576534978
3,"d13C","T11",0.670560672098526,-18.2443257717825
3,"d13C","T11",0.742894726641514,-17.6443679692972
3,"d13C","T11",0.763943062263479,-17.7622613747525
3,"d13C","T11",0.837237625553492,-16.7886784310628
3,"d13C","T11",0.903181681275399,-17.4595379631649
3,"d13C","T11",0.933292851176987,-17.3704323576207
4,"d13C","T7",0.127653926091623,-18.6842858042432
4,"d13C","T7",0.16347341286537,-18.5347605597865
4,"d13C","T7",0.175881642568794,-18.5568441272698
4,"d13C","T7",0.231709095523274,-18.2983696891852
4,"d13C","T7",0.259901382890939,-18.3392986788696
4,"d13C","T7",0.287407407407407,-18.2834609196438
4,"d13C","T7",0.29075261958947,-18.2840168700347
4,"d13C","T7",0.402947075044189,-17.1607212330179
4,"d13C","T7",0.470362648009482,-17.78414776052
4,"d13C","T7",0.494522984574635,-17.6401747971886
4,"d13C","T7",0.506233712322814,-17.745743786446
4,"d13C","T7",0.572903613866568,-17.3222938853516
4,"d13C","T7",0.643830429101531,-18.1973233615163
4,"d13C","T7",0.694099826411515,-17.2646738440893
4,"d13C","T7",0.754134018243021,-18.23345866017
4,"d13C","T7",0.800860769727147,-17.7068633727964
4,"d13C","T7",0.815287539131773,-17.793027111321
4,"d13C","T7",0.828852823199806,-17.6386557045448
4,"d13C","T7",0.839874076309346,-17.6747214038962
4,"d13C","T7",0.85701693633907,-17.5488901108624
4,"d13C","T7",0.866064455858863,-17.6636134328822
4,"d13C","T7",0.921436175845106,-17.0612615012447
4,"d13C","T7",0.966675568858816,-17.9104470597118
4,"d13C","T7",0.981536652225676,-17.8895272816865
4,"d13C","T32",0.066969696969697,-17.4490061357581
4,"d13C","T32",0.0905947440346343,-17.2755424417803
4,"d13C","T32",0.115757575757576,-17.6710747890861
4,"d13C","T32",0.127326559013244,-17.601568414811
4,"d13C","T32",0.175483039327355,-17.9573409026396
4,"d13C","T32",0.194376721617716,-17.8560701927764
4,"d13C","T32",0.249639300296446,-18.8806199123457
4,"d13C","T32",0.366333855407994,-16.4599079820221
4,"d13C","T32",0.42396385481396,-18.4672353293811
4,"d13C","T32",0.477435622375703,-17.3335937760887
4,"d13C","T32",0.530556455729152,-17.9855298135274
4,"d13C","T32",0.547805813423101,-17.7819999008689
4,"d13C","T32",0.559893779883624,-17.8519273583198
4,"d13C","T32",0.597123007076552,-17.3951815720208
4,"d13C","T32",0.680227909771891,-18.1456499071483
4,"d13C","T32",0.736244633285758,-17.3542763579067
4,"d13C","T32",0.744906187295295,-17.3709708444289
4,"d13C","T32",0.754306468492246,-17.3465045691891
4,"d13C","T32",0.763801651834072,-17.403656277245
4,"d13C","T32",0.782121783696249,-17.2151810226495
4,"d13C","T32",0.802902707244285,-17.4195332392349
4,"d13C","T32",0.863081061369454,-16.5833945479963
4,"d13C","T32",0.948459343775839,-17.9195740033278
4,"d13C","T32",0.971837783242005,-17.7259937292369
0,"d15N","7",0.583263288026829,15.8863558346583
0,"d15N","7",0.662795293294889,16.7149045446715
0,"d15N","7",0.808848610941264,16.10859794761
0,"d15N","7",0.859878147808119,16.2247340378868
0,"d15N","7",0.941654070004545,15.8886273880228
0,"d15N","8",0.561473659930125,16.3973954660864
0,"d15N","8",0.647115200734118,17.4795971884442
0,"d15N","8",0.696471962625386,17.102568039307
0,"d15N","8",0.741959643518974,17.436101172964
0,"d15N","8",0.811557905163643,16.4946016269638
0,"d15N","8",0.854478423147618,16.6439157559792
0,"d15N","8",0.880974873336852,16.613570784711
0,"d15N","8",0.924565192604559,16.6932346500027
0,"d15N","8",0.940534722787672,16.6822605585975
0,"d15N","9",0.235917219567375,19.3149240587307
0,"d15N","9",0.421579159902081,16.5040072301918
0,"d15N","9",0.565363462108354,17.9044362013279
0,"d15N","9",0.612640902879583,17.7597887162662
0,"d15N","9",0.687435429898295,18.1407690412508
0,"d15N","9",0.735467789603914,18.0747914941987
0,"d15N","9",0.764830456180864,18.0965639828817
0,"d15N","9",0.809375,18.0201156031655
0,"d15N","9",0.895233575526774,18.3690367298037
0,"d15N","9",0.925816464442774,18.3403689926411
0,"d15N","13",0.38715911168155,16.7143623231574
0,"d15N","13",0.464818090382409,16.3117610772866
0,"d15N","13",0.54642959875599,17.0307703632599
0,"d15N","13",0.629451631434352,15.4565910394877
0,"d15N","13",0.681498019448879,15.9318221491768
0,"d15N","13",0.755490889546591,14.6300016783333
0,"d15N","20",0.300111027338783,14.195214241124
0,"d15N","20",0.387985292824895,13.8323348661082
0,"d15N","20",0.445375506080038,14.4863313881165
0,"d15N","20",0.521724158970838,11.9811543945599
0,"d15N","20",0.615740643616581,15.7416356709185
0,"d15N","20",0.63766086000042,15.7071322637644
0,"d15N","20",0.654822759654745,15.7339065010055
0,"d15N","20",0.741172279169458,13.3512561999575
0,"d15N","22",0.445393110507882,19.3193738318558
0,"d15N","22",0.586754078696678,15.8048012921735
0,"d15N","24",0.171546840902247,18.3395667880864
0,"d15N","24",0.390302238879717,18.9901129584973
0,"d15N","24",0.579452049981841,16.4669549658148
0,"d15N","26",0.477931098541488,16.0739793788664
0,"d15N","26",0.945721586508073,19.376464474079
0,"d15N","26",0.984810801782652,19.3379261521963
0,"d15N","27",0.243836368050857,19.5321053920898
0,"d15N","27",0.587368847925053,17.3202575911329
0,"d15N","27",0.695947336315457,18.39904933171
0,"d15N","27",0.77274434572626,17.9165450376002
0,"d15N","31",0.418367898853196,18.7994347750207
0,"d15N","31",0.488567874436049,19.1019756092726
0,"d15N","31",0.606500361698281,17.0718192432788
0,"d15N","31",0.674184039106407,17.8066802045829
0,"d15N","31",0.786307302602797,17.3049357529695
0,"d15N","31",0.806274840328887,17.3144087785216
0,"d15N","31",0.8588756616942,17.1999728759775
0,"d15N","32",0.519662511030724,16.5996528676511
0,"d15N","32",0.592652022505187,17.0472073554024
0,"d15N","32",0.636590217693435,17.0151931763632
0,"d15N","33",0.462673437817501,14.9314581779379
0,"d15N","33",0.637667659937164,17.0699479486132
0,"d15N","33",0.719179772023817,16.8795529529926
0,"d15N","34",0.171891790985762,18.4191000345822
0,"d15N","34",0.235466856707639,18.4432457905279
0,"d15N","34",0.328416175850651,18.2396318544313
0,"d15N","34",0.34375419396225,18.2408586668385
0,"d15N","34",0.349874188913433,18.240664383141
0,"d15N","34",0.483036999241241,18.9461243184411
0,"d15N","34",0.587385541730547,17.1166360903204
0,"d15N","34",0.681347982131727,18.4110579119522
0,"d15N","34",0.732875905091661,18.2416498714411
0,"d15N","34",0.775712928550637,18.3675107667307
0,"d15N","34",0.821542496883078,18.272588846064
0,"d15N","34",0.949414540412778,19.3518292572482
0,"d15N","34",0.989101976744376,18.8614244819677
2,"d15N","T5",0.119335246718323,17.6048147044969
2,"d15N","T5",0.212540149497259,15.2064038734137
2,"d15N","T5",0.325442951184408,18.1664729398619
2,"d15N","T5",0.341720322543532,18.124769697699
2,"d15N","T5",0.419846081255354,19.074020731784
2,"d15N","T5",0.559524733005641,13.0203612859517
2,"d15N","T5",0.611175501164789,14.5811541095308
2,"d15N","T5",0.68052257639312,13.6501147481962
2,"d15N","T5",0.717673859606907,13.9023861503898
2,"d15N","T5",0.782199417378338,12.9256623218452
2,"d15N","T5",0.800595238857526,12.9888146187045
2,"d15N","T5",0.836469977488402,12.8812358826866
2,"d15N","T5",0.878092377670764,14.7479123310433
2,"d15N","T5",0.902469539894528,14.5017823073877
2,"d15N","T3",0.202162597334692,15.2378273954279
2,"d15N","T3",0.504495760427634,19.6221508179668
2,"d15N","T3",0.722318568627978,9.81259001638713
2,"d15N","T3",0.84868344200268,15.9458001745349
2,"d15N","T3",0.930711505110862,12.6999679301152
2,"d15N","T17",0.181037592932928,18.3171905121162
2,"d15N","T17",0.206139084974636,18.2593224198903
2,"d15N","T17",0.361064814814815,20.1442205425673
2,"d15N","T17",0.462819638085404,14.239090641434
2,"d15N","T17",0.541504118778284,14.8414049524762
2,"d15N","T17",0.56030934937064,14.7479640783957
2,"d15N","T17",0.568285463840671,14.7612335929133
2,"d15N","T17",0.689095298318574,12.2194952952228
2,"d15N","T17",0.791069853179971,16.5056954064369
2,"d15N","T17",0.819527435134933,15.0305871439527
2,"d15N","T17",0.88437795249592,16.9807134244732
2,"d15N","T17",0.984102924543842,14.9546961181295
3,"d15N","T15",0.14184340354189,17.2227484604801
3,"d15N","T15",0.258942127478662,16.1894958364647
3,"d15N","T15",0.316210727431678,16.392162594113
3,"d15N","T15",0.380271116302498,13.1094945358917
3,"d15N","T15",0.419787776457294,14.3008948805538
3,"d15N","T15",0.433315198302248,14.211237981526
3,"d15N","T15",0.452609643152542,14.2967472191379
3,"d15N","T15",0.549374065399641,13.011752634771
3,"d15N","T15",0.604571202733559,15.9219089607976
3,"d15N","T15",0.644055367753001,13.6187347110148
3,"d15N","T15",0.736170054904194,16.531188275616
3,"d15N","T15",0.76949404012576,15.3589133409233
3,"d15N","T15",0.835451295608046,18.2494691629952
3,"d15N","T15",0.879490623307025,15.6179343420466
3,"d15N","T15",0.910166816106733,16.6413700234026
3,"d15N","T15",0.936090866520849,16.3371787708516
3,"d15N","T15",0.943715442230983,16.3510854834555
3,"d15N","T6",0.216578092337444,16.3498954787732
3,"d15N","T6",0.241513412518351,16.1855595998328
3,"d15N","T6",0.359167222741225,18.1171174718876
3,"d15N","T6",0.44616108797105,11.607311417209
3,"d15N","T6",0.522791740299129,14.3365708271958
3,"d15N","T6",0.532966236968682,14.2142842520526
3,"d15N","T6",0.577263815835243,14.8307363686229
3,"d15N","T6",0.643931658894657,13.0563025712664
3,"d15N","T6",0.656362662990424,13.2207250071247
3,"d15N","T6",0.670264567126133,13.0639019007045
3,"d15N","T6",0.678863401217878,13.0801604325377
3,"d15N","T6",0.688046218916605,13.0470993888131
3,"d15N","T6",0.710621385991223,13.3355021028105
3,"d15N","T6",0.72940348140476,13.0343263454183
3,"d15N","T6",0.763687741709224,13.8256962638734
3,"d15N","T6",0.799957397293077,12.8644030251861
3,"d15N","T6",0.871196097759458,14.3894241049635
3,"d15N","T6",0.904052780711332,13.481780279195
3,"d15N","T11",0.00600801068090784,16.6223179892113
3,"d15N","T11",0.0209015522966491,16.4680248868944
3,"d15N","T11",0.109667557917379,17.5810769018793
3,"d15N","T11",0.12725055469649,17.4831825098519
3,"d15N","T11",0.154704969466318,17.6063613696359
3,"d15N","T11",0.2350566850388,13.9365521922773
3,"d15N","T11",0.274654598785814,14.4731839839522
3,"d15N","T11",0.376696117462971,11.4891796235795
3,"d15N","T11",0.406368964351417,12.1140949593166
3,"d15N","T11",0.470461367970852,11.5597667365548
3,"d15N","T11",0.554186957002167,16.0372779869624
3,"d15N","T11",0.59528014169324,14.2544108572439
3,"d15N","T11",0.636038769649499,15.305117859308
3,"d15N","T11",0.653207370620302,15.139877353288
3,"d15N","T11",0.66239647467084,15.2032100026947
3,"d15N","T11",0.683249459237386,14.7237178618
3,"d15N","T11",0.782050503540239,18.0672658966464
3,"d15N","T11",0.852678331930157,15.8746780698787
3,"d15N","T11",0.862667335187699,16.1853468961327
3,"d15N","T11",0.903740343409502,15.1296189346448
3,"d15N","T11",0.92326725474999,15.2779339962755
3,"d15N","T11",0.936757746067422,15.2260858480171
4,"d15N","T7",0.0138888888888888,16.998724313498
4,"d15N","T7",0.157672226266779,13.4833260593238
4,"d15N","T7",0.176341733129427,13.5389748975402
4,"d15N","T7",0.188202255384856,13.5233494276188
4,"d15N","T7",0.212537794304393,13.5786018601211
4,"d15N","T7",0.299183342719216,12.9741753520283
4,"d15N","T7",0.398269091974146,15.3644517897163
4,"d15N","T7",0.441071078175318,15.0343812492815
4,"d15N","T7",0.445751744446231,15.041113443913
4,"d15N","T7",0.500341475220996,14.3482592702618
4,"d15N","T7",0.532016321787167,14.8330618944181
4,"d15N","T7",0.56959152761736,14.0900180648843
4,"d15N","T7",0.584449949398545,14.2208017544625
4,"d15N","T7",0.597116466805295,14.0206463342961
4,"d15N","T7",0.609398470528648,14.2045914047
4,"d15N","T7",0.650479961396012,13.2739177061055
4,"d15N","T7",0.711920063492053,15.9243129940981
4,"d15N","T7",0.754923695636153,14.1121881399939
4,"d15N","T7",0.785231803861981,15.064324435028
4,"d15N","T7",0.803550429904641,14.5459765679543
4,"d15N","T7",0.815612190495634,14.6559018526402
4,"d15N","T7",0.828478960110031,14.5004442235246
4,"d15N","T7",0.847111757860408,15.0039804651051
4,"d15N","T7",0.869623298859646,13.581561896541
4,"d15N","T7",0.924127452889119,16.1185023345471
4,"d15N","T7",0.966482797875803,15.2312414207093
4,"d15N","T32",0.0710054856296978,19.6664044017784
4,"d15N","T32",0.115254362498603,15.8265937612991
4,"d15N","T32",0.139625465329489,16.8734631192186
4,"d15N","T32",0.236607581895889,13.1949470070889
4,"d15N","T32",0.249751355542912,13.2562567124455
4,"d15N","T32",0.268217160081076,13.2078259735858
4,"d15N","T32",0.360399422773362,16.2159373178884
4,"d15N","T32",0.43084501747926,13.9344906754556
4,"d15N","T32",0.506060606060606,18.7776907043096
4,"d15N","T32",0.569107216564684,15.0997429864502
4,"d15N","T32",0.585224005257959,15.3264448380734
4,"d15N","T32",0.621502440056034,14.9409633028914
4,"d15N","T32",0.634506791257085,15.0332984997147
4,"d15N","T32",0.662917288652456,14.912758833937
4,"d15N","T32",0.736411462886303,18.7314299841911
4,"d15N","T32",0.745022177912861,18.6794588333109
4,"d15N","T32",0.754132048724054,18.7939919150725
4,"d15N","T32",0.810578643166762,15.651413946985
4,"d15N","T32",0.884000705386895,16.8842213925773
4,"d15N","T32",0.939720428493049,15.961744796973
